,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-05-27 21:00:00,80.579056,1.6079338,23.766897,44.94143,26.31629,38.807396,24.986938,42.134384,24.235538,45.031975,22.010765,51.99895,25.12121,4.6824613,22.53119,43.762352,22.298351,51.301834,22.079945,47.913162,21.257048,760.5746,61.898808,2.0496142,38.677666,13.307238,23.113281,23.111153
2016-05-27 21:10:00,80.14729,1.5734777,23.712402,44.94087,26.241537,38.85383,24.923132,42.15952,24.16709,45.041023,21.94735,51.864697,24.971313,5.3611116,22.462671,43.738148,22.233692,51.264725,22.016256,47.935474,21.115017,760.6582,62.12803,2.0755265,38.750683,13.2291975,23.114948,23.11209
2016-05-27 21:20:00,79.73571,1.5448357,23.658552,44.93856,26.162432,38.90604,24.860296,42.181168,24.097492,45.04679,21.884117,51.736565,24.812376,6.040083,22.394516,43.707424,22.173489,51.225006,21.952797,47.950367,20.968111,760.7276,62.367023,2.106162,38.814434,13.149182,23.11706,23.113546
2016-05-27 21:30:00,79.33916,1.5203485,23.60539,44.93451,26.079765,38.962864,24.798378,42.19994,24.027035,45.049664,21.821129,51.61545,24.645966,6.7206755,22.326696,43.671574,22.117193,51.18398,21.889498,47.959286,20.817575,760.78534,62.613335,2.1402102,38.871372,13.067688,23.119541,23.11544
2016-05-27 21:40:00,78.953674,1.4990218,23.552963,44.92886,25.994213,39.023434,24.73734,42.216446,23.955986,45.050102,21.758451,51.50196,24.473373,7.4042006,22.259201,43.63181,22.06434,51.1427,21.826313,47.96346,20.6644,760.83356,62.865112,2.1767144,38.923447,12.985132,23.122332,23.117697
2016-05-27 21:50:00,78.57587,1.4802449,23.501308,44.921818,25.906342,39.087135,24.677162,42.23123,23.884577,45.048573,21.696154,51.396496,24.295656,8.091959,22.192017,43.5892,22.014536,51.102043,21.763214,47.963978,20.50937,760.8741,63.121063,2.214981,38.97221,12.901895,23.125378,23.12026
2016-05-27 22:00:00,78.202705,1.463626,23.450474,44.913635,25.816614,39.153545,24.617828,42.244804,23.81299,45.045578,21.634302,51.299355,24.113699,8.785187,22.125134,43.544685,21.967436,51.062763,21.700186,47.961796,20.353111,760.90814,63.3804,2.2545037,39.01894,12.818317,23.128635,23.123083
2016-05-27 22:10:00,77.83366,1.4486301,23.400537,44.904488,25.725286,39.22272,24.55948,42.257507,23.74134,45.04151,21.572945,51.20995,23.928244,9.485204,22.05845,43.49908,21.92273,51.02556,21.637241,47.95783,20.19597,760.93726,63.645134,2.294493,39.063965,12.734971,23.132307,23.126352
2016-05-27 22:20:00,77.47606,1.4338957,23.351652,44.893997,25.632042,39.295483,24.502626,42.269073,23.669468,45.036335,21.512066,51.12528,23.739779,10.193225,21.99156,43.45283,21.880026,50.990826,21.574417,47.95282,20.037569,760.964,63.924206,2.3329322,39.10476,12.652832,23.137138,23.130802
2016-05-27 22:30:00,77.12691,1.4195582,23.303373,44.88169,25.537188,39.37004,24.44664,42.279152,23.59717,45.029743,21.451506,51.045734,23.548,10.908047,21.924551,43.40551,21.83889,50.957394,21.511486,47.946373,19.877632,760.9877,64.21208,2.3698425,39.13945,12.570787,23.14224,23.135567
2016-05-27 22:40:00,76.78595,1.4057765,23.2556,44.867756,25.441053,39.445786,24.391317,42.28796,23.524546,45.02184,21.391228,50.970867,23.35329,11.628762,21.857534,43.357296,21.79914,50.925102,21.448467,47.938583,19.716415,761.00885,64.50596,2.405471,39.169,12.488606,23.147543,23.140562
2016-05-27 22:50:00,76.45195,1.3926066,23.208326,44.852474,25.343943,39.522427,24.336594,42.295776,23.451754,45.012833,21.331253,50.90048,23.156141,12.354835,21.790592,43.308502,21.760666,50.89406,21.38541,47.929718,19.554317,761.0277,64.80419,2.4400437,39.194748,12.406338,23.153019,23.145756
2016-05-27 23:00:00,76.12274,1.3800786,23.161568,44.836124,25.246128,39.59983,24.282444,42.302895,23.378933,45.003014,21.271618,50.834564,22.957083,13.085995,21.723782,43.259464,21.723352,50.864437,21.322369,47.920105,19.391703,761.0446,65.10571,2.4737432,39.217827,12.324109,23.15864,23.151121
2016-05-27 23:10:00,75.79617,1.3682116,23.115353,44.81897,25.147842,39.677902,24.22886,42.30958,23.30621,44.992676,21.212364,50.77314,22.75657,13.822084,21.657152,43.210526,21.687103,50.836456,21.259386,47.910076,19.228914,761.0598,65.409836,2.506714,39.239098,12.242106,23.164383,23.15663
2016-05-27 23:20:00,75.47026,1.3570237,23.0697,44.801285,25.049295,39.75661,24.17585,42.31609,23.233683,44.982113,21.153536,50.716255,22.55503,14.563041,21.590734,43.162003,21.65182,50.810337,21.19651,47.89997,19.066256,761.0736,65.7161,2.5390697,39.25921,12.160521,23.170221,23.162258
2016-05-27 23:30:00,75.14328,1.3465395,23.02463,44.78333,24.950682,39.835945,24.123428,42.322647,23.161432,44.97162,21.095175,50.663937,22.352861,15.30892,21.52456,43.114223,21.617418,50.7863,21.133772,47.8901,18.90399,761.08636,66.02424,2.5709023,39.278667,12.079556,23.176132,23.167982
2016-05-27 23:40:00,74.81629,1.3370258,22.98015,44.765312,24.852097,39.915955,24.071606,42.32948,23.089558,44.961388,21.037306,50.61599,22.150373,16.059647,21.45867,43.067387,21.583818,50.764553,21.071217,47.880764,18.742353,761.0984,66.333885,2.6022792,39.298656,11.999353,23.182096,23.173788
2016-05-27 23:50:00,74.51945,1.3298632,22.935793,44.747856,24.752846,39.997936,24.020035,42.33717,23.01794,44.951614,20.979912,50.57146,21.948254,16.821123,21.393366,43.021706,21.551502,50.745304,21.00891,47.87188,18.582293,761.1143,66.64478,2.6334896,39.329006,11.920769,23.188227,23.179897
2016-05-28 00:00:00,74.238235,1.3223207,22.891262,44.73136,24.652782,40.08229,23.968214,42.3458,22.94604,44.943344,20.92284,50.531292,21.747328,17.600195,21.328457,42.9782,21.52076,50.728687,20.946692,47.863087,18.424723,761.13257,66.95705,2.665142,39.367863,11.844676,23.19448,23.186241
2016-05-28 00:10:00,73.95271,1.3147583,22.846716,44.715538,24.551985,40.168682,23.916151,42.35533,22.873806,44.93647,20.865946,50.494934,21.547094,18.394594,21.263683,42.936428,21.491108,50.71446,20.884348,47.854607,18.26937,761.1518,67.26867,2.697659,39.412586,11.770461,23.200695,23.19259
2016-05-28 00:20:00,73.654976,1.3073354,22.802263,44.700382,24.450634,40.2569,23.863907,42.365837,22.801296,44.93104,20.809196,50.461964,21.347475,19.202707,21.198957,42.896275,21.46233,50.702682,20.821836,47.846752,18.116114,761.1707,67.5791,2.7311373,39.46231,11.697914,23.206842,23.198896
2016-05-28 00:30:00,73.34313,1.3001955,22.757984,44.68603,24.348913,40.346844,23.811563,42.377438,22.728577,44.927204,20.752625,50.432358,21.148615,20.023502,21.134264,42.85784,21.434296,50.69352,20.759172,47.839844,17.964958,761.189,67.888336,2.7655716,39.516663,11.62704,23.212904,23.205128
2016-05-28 00:40:00,73.017265,1.2934482,22.713942,44.672672,24.247007,40.43848,23.759209,42.390266,22.655737,44.925163,20.696281,50.406292,20.95074,20.856234,21.069626,42.82135,21.406933,50.68716,20.6964,47.834175,17.815983,761.20624,68.19657,2.8009174,39.575474,11.557944,23.218853,23.211266
2016-05-28 00:50:00,72.67782,1.2871654,22.670189,44.660507,24.14508,40.53182,23.706928,42.404476,22.582855,44.92514,20.640228,50.383976,20.754097,21.70027,21.00508,42.78705,21.380188,50.683838,20.633581,47.83003,17.669298,761.22253,68.504105,2.8371172,39.638615,11.49078,23.224674,23.217283
2016-05-28 01:00:00,72.32525,1.281399,22.626783,44.64975,24.04331,40.62688,23.65481,42.420193,22.510017,44.927353,20.58453,50.365643,20.558945,22.555063,20.940668,42.75521,21.354027,50.683784,20.570776,47.827667,17.525038,761.2378,68.81123,2.8741114,39.705933,11.425736,23.230354,23.223175
2016-05-28 01:10:00,71.959915,1.2761859,22.58378,44.6406,23.941847,40.72369,23.602934,42.43757,22.437315,44.932034,20.529255,50.351517,20.365557,23.420103,20.876446,42.726105,21.328423,50.68724,20.508055,47.827362,17.383337,761.2521,69.11823,2.9118466,39.777267,11.363003,23.235882,23.228918
2016-05-28 01:20:00,71.582,1.27156,22.541233,44.633255,23.840858,40.82227,23.551384,42.456726,22.364826,44.9394,20.47447,50.341812,20.174189,24.294918,20.812468,42.700024,21.30336,50.69445,20.445484,47.829353,17.244371,761.26544,69.42538,2.9502711,39.852436,11.30278,23.241243,23.234512
2016-05-28 01:30:00,71.19157,1.2675455,22.499203,44.6279,23.740507,40.92264,23.50023,42.477806,22.292637,44.949673,20.42024,50.336723,19.985134,25.17907,20.748789,42.67722,21.278826,50.705647,20.38313,47.83389,17.10829,761.278,69.7329,2.9893372,39.931248,11.245263,23.246433,23.23994
2016-05-28 01:40:00,70.782745,1.2635739,22.457958,44.62488,23.641214,41.024845,23.449593,42.501457,22.22077,44.96371,20.366798,50.33628,19.798319,26.073824,20.685644,42.658527,21.254885,50.721462,20.321104,47.841866,16.975096,761.29,70.03983,3.0292242,40.0141,11.190257,23.251226,23.244991
2016-05-28 01:50:00,70.33691,1.2562988,22.418718,44.62523,23.544466,41.1291,23.399925,42.529926,22.149439,44.984314,20.315273,50.339138,19.613228,26.98301,20.624376,42.646626,21.232182,50.743195,20.260115,47.856125,16.845116,761.3009,70.33991,3.070657,40.10236,11.136742,23.254414,23.248528
2016-05-28 02:00:00,69.86051,1.2468014,22.380917,44.62931,23.449718,41.23571,23.351088,42.562458,22.07876,45.009888,20.265223,50.34315,19.4299,27.905788,20.564934,42.640354,21.210667,50.769375,20.200241,47.875576,16.718214,761.3077,70.63398,3.113604,40.193634,11.084784,23.256504,23.251043
2016-05-28 02:10:00,69.359146,1.2361383,22.34449,44.637535,23.356928,41.345253,23.303276,42.59901,22.009089,45.04053,20.216698,50.350468,19.249136,28.84326,20.507206,42.639977,21.190365,50.800797,20.141592,47.900322,16.594929,761.3098,70.925316,3.1580684,40.289116,11.035581,23.258005,23.25299
2016-05-28 02:20:00,68.8306,1.2252823,22.30945,44.650166,23.26615,41.458065,23.256662,42.63965,21.940666,45.07653,20.169758,50.36313,19.071575,29.796196,20.45107,42.64585,21.17128,50.83847,20.084196,47.930695,16.475685,761.30756,71.21636,3.204031,40.389416,10.990056,23.259132,23.254583
2016-05-28 02:30:00,68.27249,1.2149837,22.275852,44.66744,23.177507,41.574326,23.211376,42.6845,21.873661,45.118225,20.124454,50.382683,18.897734,30.764957,20.39643,42.658413,21.153412,50.88336,20.028055,47.967094,16.360853,761.301,71.508804,3.2514353,40.494667,10.948927,23.259998,23.255928
2016-05-28 02:40:00,67.68317,1.205794,22.243767,44.68958,23.09116,41.69413,23.167536,42.733765,21.808199,45.165977,20.08084,50.410294,18.728085,31.74963,20.343212,42.678123,21.136763,50.936317,19.973173,48.009945,16.250797,761.2911,71.80381,3.3001986,40.604767,10.912759,23.260658,23.257076
2016-05-28 02:50:00,67.06176,1.198126,22.213287,44.716812,23.00729,41.81754,23.125244,42.78763,21.744396,45.220165,20.038969,50.446854,18.563055,32.750137,20.291386,42.70545,21.121332,50.99811,19.91955,48.059654,16.145844,761.2781,72.1022,3.3502247,40.719498,10.88204,23.261137,23.258055
2016-05-28 03:00:00,66.44489,1.1954716,22.184639,44.75121,22.926245,41.946377,23.084797,42.84753,21.681942,45.28277,19.99918,50.495083,18.402485,33.77533,20.241337,42.742607,21.107056,51.068054,19.867228,48.116966,16.04629,761.2626,72.40803,3.40098,40.840683,10.857687,23.261341,23.258736
2016-05-28 03:10:00,65.86839,1.2008275,22.157907,44.79537,22.848143,42.083237,23.046352,42.915287,21.62036,45.356483,19.961723,50.557873,18.245802,34.836147,20.193329,42.792377,21.093641,51.145557,19.816153,48.183064,15.951742,761.2449,72.726654,3.4518924,40.96866,10.840437,23.260916,23.258755
2016-05-28 03:20:00,65.31429,1.2121073,22.132921,44.8497,22.772827,42.228695,23.009743,42.99139,21.559645,45.44224,19.92641,50.635242,18.0932,35.933163,20.146952,42.85554,21.0808,51.232384,19.766182,48.25929,15.861741,761.2249,73.059814,3.5031843,41.10083,10.830484,23.259674,23.257963
2016-05-28 03:30:00,64.78239,1.2314576,22.10926,44.914368,22.69996,42.382927,22.974596,43.07619,21.499619,45.54103,19.892872,50.729366,17.945938,37.075356,20.101542,42.933296,21.068283,51.331284,19.717031,48.34705,15.777122,761.2041,73.41424,3.5557468,41.23861,10.829877,23.257814,23.256546
2016-05-28 03:40:00,64.291954,1.2664092,22.085842,44.98934,22.628271,42.54671,22.940002,43.16971,21.439728,45.65437,19.860434,50.845768,17.805946,38.285606,20.055855,43.027782,21.055685,51.446472,19.668163,48.448,15.69939,761.18555,73.8072,3.611168,41.38686,10.843252,23.255617,23.254787
2016-05-28 03:50:00,63.823383,1.3114411,22.063753,45.075066,22.558727,42.720753,22.906668,43.272263,21.380518,45.78328,19.829288,50.979694,17.672611,39.569237,20.01016,43.139637,21.043453,51.579018,19.619726,48.56344,15.628593,761.1649,74.23982,3.669917,41.541557,10.870936,23.253176,23.252869
2016-05-28 04:00:00,63.363293,1.3652692,22.043661,45.172195,22.492159,42.90515,22.87484,43.384583,21.32219,45.928875,19.7994,51.12685,17.545454,40.932793,19.964443,43.269604,21.031973,51.729897,19.5717,48.694065,15.564461,761.1389,74.715515,3.7325897,41.692383,10.913421,23.250704,23.251005
2016-05-28 04:10:00,62.907295,1.4315169,22.026007,45.283905,22.428913,43.10265,22.84565,43.50869,21.265001,46.09308,19.771582,51.285,17.424513,42.37339,19.919163,43.41735,21.02203,51.89957,19.52456,48.841328,15.507021,761.1039,75.232376,3.7990246,41.83638,10.970271,23.248674,23.24984
2016-05-28 04:20:00,62.468063,1.5129257,22.010542,45.410282,22.368984,43.312595,22.818645,43.64481,21.208754,46.27582,19.74564,51.453896,17.308533,43.896873,19.874178,43.58271,21.013487,52.08762,19.478056,49.00503,15.454903,761.0569,75.79039,3.8679156,41.972424,11.040004,23.246628,23.248774
2016-05-28 04:30:00,62.02479,1.6095062,21.99734,45.54983,22.31244,43.533802,22.793459,43.792095,21.153387,46.47622,19.72145,51.632774,17.197405,45.50183,19.829502,43.765015,21.006235,52.292824,19.432112,49.184566,15.408159,760.9972,76.38775,3.9388835,42.096405,11.122226,23.244972,23.248207
2016-05-28 04:40:00,61.559322,1.7239552,21.987078,45.701202,22.260126,43.76473,22.77055,43.94948,21.099674,46.693592,19.69951,51.82104,17.093498,47.179184,19.785849,43.963833,21.000889,52.514076,19.387346,49.37862,15.369168,760.92365,77.019684,4.0116873,42.203342,11.217809,23.24455,23.248978
2016-05-28 04:50:00,61.077843,1.8501844,21.979315,45.863907,22.211596,44.0048,22.750013,44.116074,21.047758,46.92596,19.679886,52.017025,16.995247,48.924374,19.74338,44.178936,20.997492,52.752308,19.344032,49.587063,15.335877,760.83093,77.690186,4.0863934,42.28965,11.325725,23.245577,23.251263
2016-05-28 05:00:00,60.568058,1.985546,21.973782,46.036633,22.166727,44.252533,22.73138,44.290905,20.997341,47.171795,19.662169,52.217983,16.90131,50.73414,19.70198,44.408787,20.995728,53.00591,19.301987,49.809135,15.306741,760.7195,78.39816,4.1625857,42.350613,11.444449,23.247576,23.254583
2016-05-28 05:10:00,60.023342,2.1267805,21.971352,46.217525,22.12738,44.503937,22.71534,44.473293,20.949442,47.429653,19.647196,52.422497,16.815567,52.5944,19.66258,44.652607,20.99584,53.273926,19.261965,50.044113,15.285651,760.59094,79.13054,4.240111,42.3844,11.57343,23.249796,23.258274
2016-05-28 05:20:00,59.45141,2.2727983,21.972654,46.407093,22.094711,44.75846,22.702595,44.663876,20.905039,47.699963,19.635572,52.632736,16.740162,54.49983,19.625818,44.910984,20.998142,53.557316,19.224564,50.293034,15.274518,760.4478,79.88345,4.3189425,42.39334,11.71336,23.25214,23.262272
2016-05-28 05:30:00,58.861835,2.4248648,21.977495,46.607117,22.068436,45.018276,22.693089,44.863514,20.864178,47.98393,19.627008,52.85138,16.673664,56.452133,19.59143,45.184654,21.002571,53.857037,19.189661,50.557056,15.271415,760.29144,80.662766,4.399044,42.379578,11.864911,23.254879,23.266754
2016-05-28 05:40:00,58.267986,2.5914454,21.986195,46.815353,22.053724,45.27163,22.688698,45.06929,20.829266,48.278004,19.62173,53.071754,16.623903,58.383755,19.559637,45.46529,21.009535,54.168438,19.15864,50.83153,15.279214,760.1414,81.44957,4.4798737,42.34497,12.027238,23.260477,23.274303
2016-05-28 05:50:00,57.847916,2.782035,21.996992,47.02601,22.046028,45.517822,22.688023,45.278103,20.800451,48.57176,19.61855,53.277782,16.587019,60.26635,19.531015,45.74403,21.01707,54.48316,19.130732,51.11135,15.295193,760.019,82.21958,4.5588446,42.331192,12.193576,23.266153,23.282356
2016-05-28 06:00:00,57.41163,2.982585,22.009481,47.23596,22.045916,45.75184,22.688644,45.49066,20.775108,48.865364,19.616379,53.480232,16.558722,62.128445,19.503546,46.023956,21.02384,54.802303,19.104425,51.395267,15.314456,759.8873,82.96368,4.6400986,42.331707,12.356783,23.273727,23.291985
2016-05-28 06:10:00,56.921555,3.1853738,22.022083,47.438503,22.05265,45.96521,22.687494,45.70284,20.75082,49.15365,19.614084,53.684788,16.533993,63.95269,19.475964,46.298866,21.028324,55.118755,19.077602,51.679974,15.332691,759.74457,83.65931,4.7252297,42.334812,12.508136,23.280853,23.300756
2016-05-28 06:20:00,56.362484,3.386714,22.03383,47.629337,22.064533,46.15494,22.682173,45.910454,20.727402,49.43083,19.610357,53.885296,16.512474,65.6952,19.447376,46.562405,21.029537,55.423553,19.048532,51.95921,15.350153,759.59686,84.284096,4.814581,42.333355,12.643727,23.287373,23.308771
2016-05-28 06:30:00,55.67378,3.5863698,22.043297,47.806164,22.078028,46.322506,22.671337,46.11035,20.702538,49.693188,19.603622,54.077244,16.48738,67.366844,19.417044,46.81136,21.02645,55.710804,19.01642,52.226982,15.361445,759.4424,84.843285,4.905815,42.317562,12.760321,23.2926,23.315535
2016-05-28 06:40:00,54.895576,3.7824574,22.050112,47.96933,22.091377,46.47087,22.655167,46.302032,20.675425,49.940678,19.593468,54.260326,16.456264,68.98305,19.38478,47.045868,21.01894,55.979393,18.981142,52.481934,15.365061,759.2842,85.34613,4.998103,42.29266,12.858522,23.296835,23.321291
2016-05-28 06:50:00,54.06117,3.974241,22.054337,48.119698,22.103622,46.602894,22.634348,46.485752,20.645908,50.1741,19.580019,54.43555,16.418299,70.5553,19.350586,47.26679,21.007326,56.229954,18.942858,52.723946,15.360889,759.12494,85.801575,5.091038,42.264614,12.940045,23.30034,23.326296
2016-05-28 07:00:00,53.194424,4.1616206,22.056122,48.258095,22.11415,46.72087,22.609564,46.661835,20.613989,50.394344,19.56353,54.603848,16.373215,72.09171,19.314476,47.474957,20.991982,56.46351,18.901768,52.95333,15.349184,758.9668,86.21711,5.1843553,42.237297,13.006546,23.303246,23.330679
2016-05-28 07:10:00,52.31238,4.3447275,22.055624,48.385242,22.122545,46.826633,22.581362,46.830585,20.579693,50.602234,19.54426,54.765724,16.320986,73.598114,19.276474,47.6711,20.973244,56.68112,18.858051,53.17059,15.330232,758.811,86.59885,5.2778544,42.212788,13.059468,23.305628,23.334524
2016-05-28 07:20:00,51.42724,4.5237694,22.052963,48.50181,22.12854,46.92164,22.550175,46.99229,20.543049,50.798534,19.522434,54.921368,16.261713,75.07878,19.236595,47.855873,20.951399,56.88383,18.811878,53.37625,15.304324,758.65814,86.95184,5.3713703,42.19198,13.100042,23.307543,23.337893
2016-05-28 07:30:00,50.54749,4.698948,22.04824,48.608383,22.131945,47.00708,22.516329,47.14719,20.504084,50.98395,19.498236,55.07073,16.195568,76.53694,19.194872,48.029873,20.926691,57.072582,18.763393,53.570858,15.271732,758.5088,87.280304,5.4647613,42.17513,13.129336,23.309042,23.340836
2016-05-28 07:40:00,49.679043,4.870451,22.041534,48.70552,22.132645,47.083942,22.480076,47.295547,20.46282,51.15915,19.471815,55.213684,16.122765,77.975204,19.151342,48.19367,20.899328,57.24828,18.712736,53.75499,15.232721,758.36316,87.58781,5.557909,42.16211,13.148275,23.310173,23.343401
2016-05-28 07:50:00,48.825626,5.0384426,22.032911,48.79376,22.130573,47.153065,22.441608,47.43763,20.419281,51.324734,19.443298,55.35008,16.043522,79.395744,19.106045,48.34782,20.869486,57.411743,18.660025,53.929188,15.187524,758.221,87.877396,5.6507177,42.15259,13.157679,23.310982,23.345634
2016-05-28 08:00:00,48.000717,5.2019696,22.022644,48.87341,22.125366,47.21574,22.401665,47.573673,20.373552,51.4809,19.413097,55.482807,15.957479,80.79745,19.059004,48.492554,20.837618,57.564213,18.605455,54.093452,15.136133,758.08453,88.15251,5.742727,42.147945,13.158229,23.311337,23.347406
2016-05-28 08:10:00,47.29771,5.3546777,22.012043,48.943535,22.115826,47.27461,22.36393,47.703194,20.326412,51.625492,19.383379,55.627163,15.863418,82.156784,19.010387,48.62651,20.80569,57.708885,18.550104,54.244526,15.0784,757.9657,88.418465,5.83104,42.160633,13.1509285,23.309933,23.347355
2016-05-28 08:20:00,46.84798,5.4985223,22.000677,49.00253,22.106768,47.32137,22.327887,47.822716,20.280394,51.757298,19.355341,55.7631,15.773889,83.432884,18.961908,48.749767,20.773333,57.843437,18.496595,54.380333,15.020939,757.86566,88.66459,5.912657,42.199844,13.1394205,23.305298,23.34365
2016-05-28 08:30:00,46.47316,5.6338143,21.98851,49.052628,22.096037,47.36097,22.292307,47.932266,20.234869,51.876915,19.327984,55.88994,15.682891,84.638245,18.913803,48.86109,20.740524,57.966213,18.444061,54.502632,14.960289,757.77734,88.89609,5.988506,42.246967,13.122081,23.30023,23.339502
2016-05-28 08:40:00,46.14797,5.7612143,21.975822,49.095238,22.083775,47.395107,22.25744,48.03268,20.190153,51.985832,19.30124,56.007454,15.591015,85.77681,18.866522,48.96219,20.707731,58.078503,18.39278,54.613655,14.897393,757.7001,89.11566,6.05928,42.29687,13.100411,23.29541,23.335552
